Auction ID,Auction Title,Fund,Auction Fee Total
83457,Lateral File Cabinet,General Fund,$1.61 
83458,Lateral File Cabinet,General Fund,$2.99 
83459,Lateral File Cabinet,General Fund,$3.68 
83460,Lateral File Cabinet,General Fund,$4.83 
83461,File Cabinet,General Fund,$3.22 
83462,Desk,General Fund,$6.21 
83463,Dell 17" Flat Screen Monitor,General Fund,$5.17 
83464,Dell 17" Flat Screen Monitor,General Fund,$5.17 
83465,Dell 19" Flat Screen Monitor,General Fund,$6.32 
83466,Dell 19" Flat Screen Monitor,General Fund,$5.86 
83467,Dell 19" Flat Screen Monitor,General Fund,$5.29 
83468,Dell 19" Flat Screen Monitor,General Fund,$5.17 
83470,Desk,General Fund,$1.61 
83471,Desk,General Fund,$1.15 
83472,Desk,General Fund,$1.15 
83473,Bulletin Board,General Fund,$2.99 
83474,Bulletin Board,General Fund,$2.99 
83475,Office Supplies,General Fund,$14.72 
83476,Work Station,General Fund,$7.36 
83477,5 Chairs w/Dolly,General Fund,$1.33 
83478,Podium,General Fund,$11.85 
83479,Cart,General Fund,$8.51 
83480,Office Supplies,General Fund,$7.59 
83481,Book Case,General Fund,$4.83 
83482,Books,General Fund,$2.55 
83483,Drive Shafts,Enterprise,$6.90 
83484,Auto Parts,Enterprise,$15.18 
83485,Auto Parts,Enterprise,$18.40 
83486,5 Catalytic Converters,Enterprise,$14.26 
83487,Dell Computer,Enterprise,$6.78 
83488,3 Tires,Enterprise,$15.64 
83489,3 Tires,Enterprise,$35.65 
83490,4 Tires,Enterprise,$17.94 
83491,2 Dell Laptops,General Fund,$11.50 
83492,2 Dell Laptops,General Fund,$11.96 
83493,2 Dell Laptops,General Fund,$7.70 
83494,2 Dell Laptops,General Fund,$11.96 
83495,2 Dell Laptops,General Fund,$23.00 
83496,2 Dell Laptops,General Fund,$23.00 
83497,2 Dell Laptops,General Fund,$24.15 
83498,2 Dell Laptops,General Fund,$23.00 
83499,2 Dell Laptops,General Fund,$21.39 
83500,2 Dell Laptops,General Fund,$17.94 
83501,Casio Cash Register,General Fund,$2.53 
83502,Fire Extinguishers,Enterprise,$24.61 
83503,15 Light Fixtures,Enterprise,$82.11 
83504,2 Dell Laptop Bags,General Fund,$1.72 
83505,Chair,General Fund,$1.38 
83506,Telephones,General Fund,$12.42 
83507,Lamp,General Fund,$3.22 
83508,Picture,General Fund,$2.53 
83510,1976 BMW R90/6,Enterprise,$534.98 
83512,2003 Ford E-350 Cargo Van,Enterprise,$684.48 
83513,2003 Ford E-350 Cargo Van,Enterprise,$580.75 
83514,2003 Ford E-350 Cargo Van,Enterprise,$805.23 
83515,2007 Ford Explorer,Enterprise,$345.00 
83516,2003 Ford Explorer,Enterprise,$239.20 
83517,2004 Chevrolet 1500,Enterprise,$741.98 
83519,2003 Chevrolet 1500,Enterprise,$718.98 
83520,Table,General Fund,$1.15 
83521,Table,General Fund,$1.61 
83522,Table,General Fund,$2.30 
83523,Lateral File Cabinet,General Fund,$4.60 
83524,Lateral File Cabinet,General Fund,$4.60 
83525,Lateral File Cabinet,General Fund,$4.60 
83526,Lateral File Cabinet,General Fund,$6.21 
83527,Steelcase Lateral File Cabinet,General Fund,$4.60 
83528,TAB Lateral File Cabinet,General Fund,$3.69 
83529,Steelcase File Cabinet,General Fund,$6.21 
83530,Yawman & Rochester File Cabinet,General Fund,$2.99 
83531,Yawman & Rochester File Cabinet,General Fund,$2.07 
83532,CPU Table,General Fund,$0.46 
83533,CPU Table,General Fund,$0.23 
83534,Cart,General Fund,$6.21 
83535,Office Electronics,General Fund,$26.45 
83536,Alnor Compu Flow Thermo Anemometer,General Fund,$24.38 
83537,Stool,General Fund,$3.69 
83538,3 Chairs,General Fund,$1.47 
83539,2 Office Chairs,General Fund,$1.70 
83540,2 Chairs,General Fund,$3.28 
83541,2 Chairs,General Fund,$1.15 
83542,Chair,General Fund,$1.61 
83543,Office Chair,General Fund,$6.21 
83544,12 Bulleltin Boards w/Stands,Enterprise,$8.05 
83545,LG 42" Flat Screen Plasma TV,Enterprise,$43.70 
83546,Samsung 51" Flat Screen Plasma TV,Enterprise,$108.10 
83547,Paint,Enterprise,$5.29 
83548,2 Pallets of Paint,Enterprise,$7.82 
83549,1 Pallet of Floor Finish,Enterprise,$17.48 
83550,2 Cafeteria Tables,Enterprise,$3.68 
83551,4 Cafeteria Tables,Enterprise,$7.36 
83552,4 Cafeteria Tables,Enterprise,$19.09 
83553,Serving Line,Enterprise,$20.24 
83554,Ice Cream Box,Enterprise,$18.63 
83555,Baker's Table,Enterprise,$37.97 
83556,Table,Enterprise,$17.94 
83557,Table,Enterprise,$34.73 
83558,Southbend Double Stack Oven,Enterprise,$30.13 
83559,Commercial Freezer,Enterprise,$24.38 
83560,Steamer,Enterprise,$58.42 
83561,Steamer,Enterprise,$17.94 
83562,Desk,Enterprise,$4.83 
83563,Cleveland Kettle,Enterprise,$47.15 
83564,Beverage-Air Milk Cooler,Enterprise,$22.54 
83565,Hussman Commercial Freezer,Enterprise,$19.09 
83566,Whirlpool Dryer,Enterprise,$11.96 
83567,|Vacant Land - 1821 3rd Avenue N, Nashville, TN 37208|,General Fund,|$2,568.00 |
83568,Couch w/Ottoman,Enterprise,$92.00 
83569,Sharp 42" Flat Screen LCD TV,Enterprise,$41.31 
83570,Philips 46" Flat Screen LCD TV,Enterprise,$57.73 
83571,PS3 Game Console,Enterprise,$27.83 
83572,Magnavox Blu-ray Player,Enterprise,$3.91 
83573,Patio Chairs,Enterprise,$19.32 
83574,Sony PS3 Controller,Enterprise,$6.61 
83575,XBox 360 Controller,Enterprise,$5.75 
83576,XBox 360 Controller,Enterprise,$5.75 
83577,Carson Binoculars,Enterprise,$20.70 
83578,4 Wii Remotes,Enterprise,$11.50 
83580,Nintendo Wii Console,Enterprise,$18.63 
83581,TV Stand,Enterprise,$18.86 
83582,Oreck Air Purifier,Enterprise,$12.42 
83583,RCA Blu-ray Home Theater,Enterprise,$23.69 
83584,Nike Air Force 1 Tennis Shoes,Enterprise,$4.83 
83585,Jordan Tennis Shoes,Enterprise,$11.96 
83586,Jordan Tennis Shoes,Enterprise,$17.94 
83587,Jordan Tennis Shoes,Enterprise,$9.66 
83588,Air Jordan Tennis Shoes,Enterprise,$9.20 
83589,Air Jordan Tennis Shoes,Enterprise,$12.42 
83590,Apple 16GB iPad 2,Enterprise,$68.08 
83591,Netbook Bags,Enterprise,$37.95 
83592,2 Germicidal Cabinets,Enterprise,$16.33 
83593,2 Germicidal Cabinets,Enterprise,$7.36 
83594,1 Germicidal Cabinet,Enterprise,$8.51 
83595,Flammable Cabinet,Enterprise,$22.54 
83596,Flammable Cabinet,Enterprise,$59.57 
83597,Flammable Cabinet,Enterprise,$59.57 
83598,Flammable Cabinet,Enterprise,$35.88 
83599,Flammable Cabinet,Enterprise,$23.59 
83600,2 Pianos,Enterprise,$7.59 
83601,2 Pianos,Enterprise,$7.59 
83602,2 Cafeteria Tables,Enterprise,$11.96 
83603,Cabinet,Enterprise,$5.27 
83604,Table,Enterprise,$17.94 
83605,Table,Enterprise,$15.87 
83606,Table,Enterprise,$15.87 
83607,Milk Cooler,Enterprise,$24.38 
83608,Cooler,Enterprise,$65.09 
83609,Desk,Enterprise,$9.43 
83610,Serving Line,Enterprise,$72.02 
83611,Danby Refrigerator,Enterprise,$1.61 
83612,16 Kimball Chairs,Enterprise,$26.68 
83613,7 Kimball Chairs,Enterprise,$16.90 
83614,Fire Extinguishers,Enterprise,$29.90 
83615,Fire Extinguishers,Enterprise,$11.50 
83616,Ford Radios,Enterprise,$20.47 
83617,Carrel,General Fund,$0.46 
83618,CPU Desk,General Fund,$0.23 
83619,2 Cabinets,General Fund,$20.93 
83620,Ceiling Tile,General Fund,$21.39 
83621,Werner Scaffolding,General Fund,$207.00 
83622,Portable Sink Drain,General Fund,$5.46 
83623,Cabinet w/Wheels,General Fund,$2.29 
83624,Table,General Fund,$0.92 
83625,Table,General Fund,$1.38 
83626,2004 Thomas School Bus,Enterprise,$702.65 
83627,Tennsco Shelf,General Fund,$4.14 
83628,Desk,General Fund,$0.23 
83629,Table,General Fund,$0.23 
83630,Designcraft Lateral File Cabinet,General Fund,$0.92 
83631,2004 Chevrolet Astro,Enterprise,$488.75 
83632,6 Compact Frigidaire Refrigerators,Enterprise,$5.29 
83633,2001 Bobcat 773 Skid Loader,Enterprise,$471.50 
83634,2003 Ford F-350,Enterprise,|$1,121.25 |
83635,2005 Chevrolet 1500,Enterprise,$983.48 
83636,2005 Chevrolet 1500,Enterprise,|$1,040.98 |
83637,Office Electronics & Supplies,General Fund,$18.16 
83638,2003 Ford F-350,Enterprise,$822.25 
83639,Office Supplies & Electronics,General Fund,$18.16 
83640,Phone Equipment,General Fund,$50.59 
83642,Phone Equipment,General Fund,$50.59 
83643,Assorted Dell PC's & Laptops,General Fund,|$1,552.50 |
83644,2005 Chevrolet 1500,Enterprise,|$1,012.23 |
83645,2003 Ford F-350,Enterprise,|$1,155.75 |
83647,Ladies Earrings,Enterprise,$38.41 
83648,Men's Black Diamond Watch,Enterprise,$148.35 
83649,Ladies Earrings,Enterprise,$6.90 
83650,Ladies Necklace,Enterprise,$15.64 
83651,Men's Diamond Ring,Enterprise,$141.45 
83652,Pendant,Enterprise,$23.69 
83653,14KT Yellow Gold Chain and Pendant,Enterprise,$111.55 
83654,Ladies Bracelet,Enterprise,$20.24 
83655,Men's Ring,Enterprise,$10.12 
83656,Ladies Diamond Ring,Enterprise,$76.13 
83657,Glass Jewelry Box,Enterprise,$3.68 
83658,Ladies Watch,Enterprise,$20.70 
83659,Men's Diamond Band,Enterprise,$121.90 
83660,Ladies Ring,Enterprise,$7.13 
83661,Men's Watch,Enterprise,$29.90 
83662,Ladies Diamond Cluster Ring,Enterprise,$230.00 
83663,Pendant,Enterprise,$35.65 
83664,Ladies Bracelet,Enterprise,$21.28 
83665,Men's Diamond Ring,Enterprise,$82.80 
83666,Chair,General Fund,$0.87 
83667,Quartet Dry Erase Board,General Fund,$7.82 
83668,Apple 8GB iPod,Enterprise,$11.50 
83669,Beverage-Air Milk Cooler,Enterprise,$11.96 
83670,Molds,General Fund,$10.12 
83671,Molds,General Fund,$9.66 
83672,Molds,General Fund,$9.66 
83673,Molds,General Fund,$9.66 
83674,Shelving,General Fund,$22.54 
83675,Buffer,General Fund,$18.16 
83676,Lockers,Enterprise,$20.63 
83677,Assorted Electrical Parts,Enterprise,$12.19 
83678,File Cabinet,Enterprise,$4.14 
83679,Digital Watch,Enterprise,$35.65 
83682,40 Assorted Dell Laptops,General Fund,$164.68 
83683,41 Dell Computers & 2 Printers,General Fund,$100.16 
83684,Assorted Office Electronics,General Fund,$65.55 
83685,Fire Hoses,Enterprise,$11.97 
83686,5 Chairs,Enterprise,$1.84 
83687,Binders,General Fund,$2.87 
83688,Steelcase File Cabinet,General Fund,$5.75 
83689,6 Medical Bags,General Fund,$4.60 
83690,6 Dell Laptops,General Fund,$14.26 
83691,Swintec Typewriter,General Fund,$3.22 
83692,Nike Tennis Shoes,Enterprise,$9.66 
83695,Nike Tennis Shoes,Enterprise,$4.83 
83696,Nike Tennis Shoes,Enterprise,$9.66 
83697,Nike Tennis Shoes,Enterprise,$6.21 
83698,Adidas Tennis Shoes,Enterprise,$10.81 
83699,Ice Cream Tennis Shoes,Enterprise,$4.83 
83700,Ice Cream Tennis Shoes,Enterprise,$1.38 
83701,Levi Jeans,Enterprise,$5.75 
83702,Levi Jeans,Enterprise,$7.36 
83703,Levi Jeans,Enterprise,$6.67 
83704,Double Needle T-Shirt,Enterprise,$1.15 
83705,2002 Wellcraft 2600 Martinique w/ Trailer,Enterprise,|$3,000.00 |
83706,2013 SeaDoo & 2011 Kawasaki Jet Skis w/ Trailer,Enterprise,|$3,000.00 |
83707,2000 Mitsubishi Galant,Enterprise,$187.45 
83708,1999 Dodge Intrepid,Enterprise,$179.40 
83709,1999 Chevrolet Malibu,Enterprise,$120.75 
83710,1994 Buick LeSabre,Enterprise,$92.69 
83711,1998 Pontiac Sunfire,Enterprise,$116.15 
83712,2006 Chevrolet Impala,Enterprise,$897.00 
83713,Adidas Tennis Shoes,Enterprise,$7.59 
83714,Adidas Tennis Shoes,Enterprise,$7.36 
83715,Adidas Tennis Shoes,Enterprise,$3.91 
83716,Air Jordan Tennis Shoes,Enterprise,$36.80 
83717,Nike Tennis Shoes,Enterprise,$7.36 
83718,Nike Tennis Shoes,Enterprise,$8.97 
83719,Nike Tennis Shoes,Enterprise,$9.43 
83720,Nike Tennis Shoes,Enterprise,$6.21 
83721,Nike Tennis Shoes,Enterprise,$7.13 
83722,Nike Boots,Enterprise,$7.35 
83723,KB-Ethos Hat,Enterprise,$0.69 
83724,Rocawear Hat,Enterprise,$0.92 
83725,New Era Hat,Enterprise,$1.61 
83726,New Era Hat,Enterprise,$2.99 
83727,New Era Hat,Enterprise,$1.34 
83728,New Era Hat,Enterprise,$0.92 
83729,New Era Hat,Enterprise,$1.98 
83730,New Era Hat,Enterprise,$1.15 
83731,New Era Hat,Enterprise,$0.84 
83732,New Era Hat,Enterprise,$0.71 
83733,Milwaukee Airless Paint Sprayer,Enterprise,$46.00 
83734,Bosch Miter Saw /Gravity Rise,Enterprise,$85.10 
83735,Ridgid Tile Saw,Enterprise,$40.25 
83736,Makita Jack Hammer,Enterprise,$179.40 
83737,Makita 18v Cordless Drill,Enterprise,$14.26 
83738,Bostitch Stapler,Enterprise,$10.35 
83739,Ridgid Stapler,Enterprise,$8.05 
83740,Bostitch Headless Pinner,Enterprise,$9.66 
83741,Ridgid Belt Sander,Enterprise,$13.80 
83742,Ridgid 5-Gallon Air Tank,Enterprise,$9.66 
83743,Bosch Fine Cut Saw,Enterprise,$5.08 
83744,DeWalt Finish Nailer w/AWP Bag,Enterprise,$5.29 
83745,Werner Aluminum Extension Plank,Enterprise,$33.58 
83746,Ridgid Circular Saw,Enterprise,$9.66 
83747,Bosch Router,Enterprise,$29.90 
83748,Husqvarna Chop Saw,Enterprise,$72.91 
83749,Husky Socket Set,Enterprise,$24.38 
83750,Hitachi Brad Nailer,Enterprise,$4.83 
83751,Bostitch Flooring Stapler,Enterprise,$15.64 
83752,Motorcycle Wheel Holder,Enterprise,$18.17 
83753,|Vacant Land - 1401 Chester Avenue, Nashville, TN 37206|,General Fund,|$2,553.00 |
83754,HP Printer,General Fund,$23.69 
83756,Server,General Fund,$9.66 
83759,18 Dell Computers,General Fund,$254.37 
83761,PC Accessories,General Fund,$123.05 
83762,PC Accessories,General Fund,$46.11 
83763,Video Cards,General Fund,$58.65 
83764,Power Cords,General Fund,$53.59 
83765,PC Accessories,General Fund,$23.69 
83766,Water Cooler,Enterprise,$4.83 
83767,Water Cooler,Enterprise,$5.75 
83768,4 Carrels,General Fund,$0.81 
83769,4 Carrels,General Fund,$2.30 
83770,4 Carrels,General Fund,$0.46 
83771,2 Carrels,General Fund,$1.38 
83772,2 Bar Stools,Enterprise,$9.89 
83773,Air Compressor,Enterprise,$27.03 
83774,Scale,General Fund,$14.26 
83776,Steelcase Desk,General Fund,$2.30 
83777,Desk w/Return,General Fund,$4.83 
83778,Desk,General Fund,$0.69 
83779,Desk,General Fund,$0.23 
83780,Hon Desk,General Fund,$2.11 
83781,Hon Credenza,General Fund,$6.21 
83782,Table,General Fund,$0.46 
83783,Frigidaire Refrigerator,General Fund,$28.75 
83784,8 Compact Refrigerators,Enterprise,$24.84 
83785,Office Electronics,Enterprise,$6.21 
83786,1996 Chevrolet Impala,Enterprise,|$1,966.61 |
83787,1995 Chevrolet Camaro,Enterprise,$83.03 
83788,1999 Chevrolet Suburban,Enterprise,$249.55 
83789,2000 Chevrolet Camaro,Enterprise,$212.75 
83790,1996 Jeep Grand Cherokee,Enterprise,$126.04 
83791,1997 Chevrolet Corvette,Enterprise,|$2,955.73 |
83792,1996 Chevrolet 2500,Enterprise,$215.05 
83793,1995 Ford Ranger,Enterprise,$82.80 
83794,1988 International Wrecker Truck,Enterprise,$805.22 
83795,1995 Ford Ranger,Enterprise,$89.92 
83796,Titan Gooseneck Dual Axle Trailer,Enterprise,$408.25 
83797,John Deere 5420 Tractor,Enterprise,|$1,334.00 |
83798,John Deere 5420 Tractor,Enterprise,|$1,426.00 |
83799,John Deere 5420 Tractor,Enterprise,|$1,529.50 |
83800,4 Pictures,General Fund,$3.45 
83801,4 Pictures,General Fund,$2.84 
83802,8 Stackable Chairs,General Fund,$4.83 
83803,Medical Exam Table,General Fund,$13.11 
83804,Lateral File Cabinet,General Fund,$4.83 
83805,2 Chairs,Enterprise,$2.53 
83806,Book Case,General Fund,$3.22 
83807,8 Stackable Chairs,General Fund,$6.21 
83808,4-Drawer File Cabinet,General Fund,$3.68 
83809,Desk,General Fund,$0.92 
83810,Office Chair,General Fund,$4.83 
83811,Samsung 42" Plasma Flat Screen TV,Enterprise,$54.85 
83812,Kangol Hat,Enterprise,$1.38 
83813,Kangol Hat,Enterprise,$2.02 
83814,Kangol Hat,Enterprise,$0.92 
83815,Kangol Hat,Enterprise,$1.38 
83816,Kangol Hat,Enterprise,$0.92 
83817,Table,General Fund,$0.23 
83819,Server,General Fund,$4.83 
83820,Server,General Fund,$5.29 
83821,Server,General Fund,$9.71 
83822,Server,General Fund,$7.36 
83823,Keyboard Trays,General Fund,$4.83 
83824,Cabinet & Shelves,General Fund,$2.57 
83825,Office Supplies,Enterprise,$10.81 
83826,Desk,General Fund,$1.15 
83827,Desk,General Fund,$1.38 
83828,Desk w/Hutch,General Fund,$9.66 
83829,Office Furniture,General Fund,$2.53 
83830,Cabinet,General Fund,$19.78 
83831,Cabinet,General Fund,$18.63 
83832,Cabinet,General Fund,$16.05 
83833,Dell Laptop,General Fund,$21.39 
83834,Dell Laptop,General Fund,$15.64 
83835,Dell Laptop,General Fund,$16.79 
83836,Dell Laptop,General Fund,$39.10 
83837,Dell Laptop,General Fund,$39.56 
83839,Dell Laptop,General Fund,$41.40 
83840,Dell Laptop,General Fund,$40.25 
83841,Dell Laptop,General Fund,$40.48 
83842,|Vacant Land - 1014 Joseph Avenue, Nashville, TN 37207|,General Fund,|$2,463.00 |
83843,Lateral File Cabinet,General Fund,$4.83 
83844,Metal Shelf,General Fund,$6.21 
83845,Shelf,General Fund,$10.37 
83847,Office Chair,General Fund,$1.84 
83848,Office Chair,General Fund,$0.92 
83849,Table,General Fund,$5.16 
83850,Table,General Fund,$1.38 
83851,Table,General Fund,$0.46 
83852,Table,General Fund,$0.92 
83853,2 Stationary Chairs,General Fund,$2.53 
83854,2 Stationary Chairs,General Fund,$2.07 
83855,Desk w/Return,General Fund,$44.85 
83856,File Cabinet,General Fund,$6.67 
83857,Fire Hoses,Enterprise,$10.25 
83858,PC Carrel & Chair,General Fund,$5.29 
83859,PC Carrel & Chair,General Fund,$6.32 
83860,Table & 6 Chairs,General Fund,$21.85 
83861,6 Chairs,General Fund,$2.54 
83862,2 Child-Size Chairs,General Fund,$1.38 
83863,Exam Table,General Fund,$14.95 
83864,Book Case,General Fund,$8.28 
83865,Stationary Bike,General Fund,$12.65 
83866,Office Chair,General Fund,$9.43 
83867,2 Stationary Chairs,General Fund,$6.21 
83868,40 Dell Computers,General Fund,$209.30 
83869,20 McQuay Wall Sleeves,Enterprise,$12.19 
83870,15 Refrigerator Gaskets,Enterprise,$16.22 
83871,6 Broan Range Hoods,Enterprise,$32.20 
83872,Leopold Desk,Enterprise,$9.10 
83873,Book Shelf,Enterprise,$5.21 
83874,Display Case,General Fund,$8.05 
83875,Hon File Cabinet,General Fund,$3.68 
83876,File Cabinet,General Fund,$3.68 
83877,File Cabinet,General Fund,$1.38 
83878,File Cabinet,General Fund,$3.68 
83879,2005 Chevrolet 1500,Enterprise,$739.09 
83880,2003 Ford E-350 Cargo Van,Enterprise,$241.50 
83881,2004 Chevrolet 2500,Enterprise,|$1,155.75 |
83882,2001 Chevrolet Malibu,Enterprise,$419.75 
83883,2003 Ford F-350,Enterprise,|$1,311.00 |
83884,2001 Chevrolet Malibu,Enterprise,$374.21 
83885,2005 Chevrolet 1500,Enterprise,$437.46 
83886,2001 Chevrolet Malibu,Enterprise,$258.75 
83887,2003 Chevrolet 1500,Enterprise,$695.75 
83888,1998 Bobcat 753 Skid Steer,Enterprise,|$2,093.00 |
83889,Whirlpool Refrigerator,Enterprise,$12.42 
83890,GE Refrigerator,Enterprise,$10.12 
83891,Cleveland Steamer,Enterprise,$23.69 
83892,Metal Shelf,Enterprise,$12.67 
83893,Metal Shelf,Enterprise,$12.69 
83894,2 Metal Shelves,Enterprise,$2.53 
83895,Low Temp Serving Line,Enterprise,$28.75 
83896,Southbend Steamer,Enterprise,$28.75 
83897,9 Projector Screens,Enterprise,$25.30 
83898,Data-Mate Table,General Fund,$0.23 
83899,Display Case,General Fund,$54.74 
83900,Display Case,General Fund,$71.53 
83901,Table,General Fund,$1.38 
83902,Table,General Fund,$0.92 
83903,Dell 19" Flat Screen Monitor,Enterprise,$5.57 
83905,Dell 20" Flat Screen Monitor,Enterprise,$9.43 
83906,Office Chair,General Fund,$1.08 
83907,Office Chair,General Fund,$2.76 
83908,Office Chair,General Fund,$2.62 
83909,Sony 40" LCD Flat Screen TV,Enterprise,$37.95 
83910,Nexus 32" LCD Flat Screen TV,Enterprise,$23.69 
83911,Gateway All-in-One Touch PC,Enterprise,$70.84 
83912,Nike Tennis Shoes,Enterprise,$8.05 
83913,Nike Tennis Shoes,Enterprise,$13.19 
83914,Nike Boots,Enterprise,$13.11 
83915,Nike Kids Boots,Enterprise,$4.83 
83916,Nike Kids Boots,Enterprise,$4.83 
83917,Nike Kids Boots,Enterprise,$4.83 
83918,Razor Electric 4-Wheeler,Enterprise,$29.90 
83919,Dry Erase Board,General Fund,$16.79 
83920,Dresser,General Fund,$12.42 
83921,Scale,General Fund,$7.36 
83922,Dell Monitor,General Fund,$3.22 
83923,Safety Equipment,General Fund,$15.87 
83924,Dell Computer,General Fund,$18.53 
83925,Dell Computer,General Fund,$19.53 
83926,Dell Computer,General Fund,$19.44 
83927,Dell Computer,General Fund,$22.08 
83928,Dell Computer,General Fund,$21.97 
83929,Dell Computer,General Fund,$21.39 
83930,Dell Computer,General Fund,$15.75 
83931,Dell Computer,General Fund,$20.36 
83932,Dell Computer,General Fund,$6.21 
83933,30 Dell Computers,General Fund,$167.90 
83934,34 Dell Computers,General Fund,$172.50 
83935,12 Dell Computers,General Fund,$94.30 
83936,Dell Monitor,General Fund,$1.38 
83937,Dell Monitor,General Fund,$2.53 
83938,Whirlpool Washing Machine,Enterprise,$13.11 
83939,Southbend Fryer,Enterprise,$46.00 
83940,File Cabinet,General Fund,$1.61 
83941,Air Jordan Retro 10 Tennis Shoes,Enterprise,$19.55 
83946,Dell 17" Flat Screen Monitor,General Fund,$0.46 
83947,Hon File Cabinet,General Fund,$2.55 
83948,Cabinet,General Fund,$3.45 
83950,2 Cole Steel File Cabinets,General Fund,$52.67 
83951,2 File Cabinets,General Fund,$41.40 
83952,Life Magazine Books,General Fund,$43.70 
83953,File Cabinet,General Fund,$2.56 
83954,Table,General Fund,$3.91 
83956,Table,General Fund,$0.92 
83957,Table,General Fund,$0.92 
83958,Table,General Fund,$0.92 
83959,Table,General Fund,$1.13 
83960,Credenza,General Fund,$5.43 
83961,Cabinet,General Fund,$16.33 
83962,Desk w/Hutch,General Fund,$23.46 
83963,Desk,General Fund,$1.15 
83964,Desk,General Fund,$0.92 
83965,Book Case,General Fund,$9.20 
83966,Book Case,General Fund,$11.50 
83967,CPU Table,General Fund,$0.23 
83968,CPU Table,General Fund,$0.92 
83969,Credenza,General Fund,$1.61 
83970,4 File Cabinets,General Fund,$5.75 
83971,File Cabinet,General Fund,$2.37 
83972,File Cabinet,General Fund,$2.62 
83973,|Vacant Land - 3318 Felicia Street, Nashville, TN 37209|,General Fund,|$3,000.00 |
83974,Frigidaire Refrigerator,Enterprise,$17.25 
83976,National Desk,General Fund,$8.95 
83977,Desk,General Fund,$1.61 
83978,Desk,General Fund,$8.51 
83979,Lateral File Cabinet,General Fund,$1.38 
83980,Book Case,General Fund,$2.29 
83981,Book Case,General Fund,$3.19 
83982,Book Case,General Fund,$6.05 
83983,Coat Rack,General Fund,$6.21 
83984,Admiral Refrigerator,General Fund,$10.81 
83985,Office Supplies,General Fund,$11.27 
83986,Shelf,General Fund,$4.60 
83987,Ritter Exam Table,General Fund,$35.65 
83988,Chair,General Fund,$1.84 
83989,Nokia Server,General Fund,$2.53 
83990,Nokia Server,General Fund,$2.53 
83991,Nokia Server,General Fund,$2.75 
83992,Nokia Server,General Fund,$1.73 
83993,Nokia Server,General Fund,$1.61 
83994,1 Pallet of Binders,Enterprise,$8.28 
83995,4-Drawer File Cabinet,General Fund,$4.14 
83996,Metal Shelf,General Fund,$6.21 
83997,Wooden Book Case,General Fund,$3.69 
83998,Table,General Fund,$1.15 
83999,Table,General Fund,$2.07 
84000,Safco Cart,General Fund,$6.67 
84001,File Carrier,General Fund,$6.38 
84002,1 Lot of Surge Protectors,General Fund,$11.73 
84003,6 Stationary Chairs,General Fund,$4.60 
84004,2004 Chevrolet 1500,Enterprise,$595.70 
84005,Office Chair,General Fund,$1.31 
84006,Office Chair,General Fund,$1.15 
84007,Office Chair,General Fund,$1.38 
84008,Office Chair,General Fund,$1.50 
84009,1996 GMC Safari,Enterprise,$632.50 
84010,Office Chair,General Fund,$1.77 
84011,Office Chair,General Fund,$2.53 
84012,Office Chair,General Fund,$0.92 
84013,6 Cork Boards,General Fund,$6.21 
84014,2007 Chevrolet Impala,Enterprise,$293.25 
84015,5 Cork Boards,General Fund,$4.83 
84016,Picture Frame,General Fund,$2.53 
84017,2005 Dodge Stratus,Enterprise,$222.32 
84018,2001 Chevrolet Malibu,Enterprise,$511.75 
84020,2007 Chevrolet Impala,Enterprise,$230.00 
84021,Caterpillar Generator,Enterprise,$468.05 
84022,1998 GMC 1500,Enterprise,$339.25 
84023,Gateway PC,General Fund,$1.38 
84024,3 Sharp Cash Registers,Enterprise,$9.66 
84025,Philips 19" TV,General Fund,$1.15 
84026,CPU Stand,General Fund,$0.46 
84028,Table,General Fund,$1.15 
84029,Holiday Refrigerator,General Fund,$17.02 
84030,HP Mice,Enterprise,$2.99 
84031,Dell 20" Flat Screen Monitor,Enterprise,$7.59 
84032,Dell 20" Flat Screen Monitor,Enterprise,$8.51 
84033,Dell 20" Flat Screen Monitor,Enterprise,$8.51 
84034,Desk,Enterprise,$4.37 
84035,Cabinet,Enterprise,$17.94 
84036,Cabinet,Enterprise,$59.34 
84037,Sink,Enterprise,$3.68 
84038,Table,Enterprise,$2.53 
84041,Dell 17" Flat Screen Monitor,General Fund,$4.49 
84042,Dell 17" Flat Screen Monitor,General Fund,$4.49 
84043,Dell Monitor,General Fund,$2.76 
84044,2 Servers,General Fund,$2.30 
84045,2 Servers,General Fund,$2.30 
84046,Dell Computer,General Fund,$17.48 
84047,Dell Computer,General Fund,$17.48 
84048,Dell Computer,General Fund,$18.06 
84049,Dell Computer,General Fund,$17.25 
84050,Dell Computer,General Fund,$2.99 
84051,Dell Computer,General Fund,$2.99 
84052,23 Dell Computers,General Fund,$40.94 
84053,Dell Laptop,General Fund,$14.26 
84054,Dell Laptop,General Fund,$17.71 
84055,Dell Laptop,General Fund,$14.72 
84056,Dell Laptop,General Fund,$14.95 
84057,Dell Laptop,General Fund,$15.64 
84058,Dell Laptop,General Fund,$17.48 
84059,Dell Laptop,General Fund,$15.64 
84060,Dell Laptop,General Fund,$15.18 
84061,Table,General Fund,$0.46 
84062,Printer,General Fund,$12.42 
84063,Glacier Bay 30" Vanity,Enterprise,$17.94 
84064,Glacier Bay Laundry Sink Cabinet,Enterprise,$22.54 
84065,Glacier Bay 37" Medicine Cabinet,Enterprise,$12.65 
