Auction ID,Auction Title,Fund,Auction Fee Total
94128,Hitachi Nail Gun,Enterprise,$11.73 
94129,Paslode Nail Gun,Enterprise,$14.03 
94130,Paslode Nail Gun,Enterprise,$12.42 
94131,Paslode Nail Gun,Enterprise,$12.88 
94132,Max Super Framer,Enterprise,$16.10 
94133,Converse Sandals,Enterprise,$0.92 
94134,Converse Sandals,Enterprise,$2.53 
94135,Coach Sandals,Enterprise,$8.74 
94136,Coach Tennis Shoes,Enterprise,$9.66 
94137,Coach Flip Flops,Enterprise,$3.68 
94138,Steve Madden Shoes,Enterprise,$1.38 
94139,Valerie Stevens Shoes,Enterprise,$0.46 
94140,Valerie Stevens Shoes,Enterprise,$0.69 
94141,Nina Peeptoe Shoes,Enterprise,$0.92 
94142,JLO Shoes,Enterprise,$0.23 
94143,Baby Phat Shoes,Enterprise,$1.38 
94144,Style & Co. Shoes,Enterprise,$1.61 
94145,Cart,General Fund,$9.20 
94146,Werner 24 ft. Extension Ladder,Enterprise,$40.25 
94148,Michael Peep Toe Shoes,Enterprise,$2.07 
94149,BCB Girls Shoes,Enterprise,$2.99 
94150,Charles Albert Sandals,Enterprise,$0.23 
94151,Qupid Sandals,Enterprise,$1.38 
94153,Scarface Poster,Enterprise,$3.45 
94154,Scarface Poster,Enterprise,$2.53 
94155,Ramsey Winch,Enterprise,$59.34 
94156,Bosch Brute Electric Jackhammer,Enterprise,$62.10 
94157,Max Nail Gun,Enterprise,$11.96 
94158,Paslode Nail Gun,Enterprise,$4.14 
94159,Paslode Cordless Framing Nailer,Enterprise,$15.64 
94160,Estia Flatware Set,Enterprise,$42.55 
94161,Bose Powered Subwoofer,Enterprise,$13.80 
94162,Bose Sound Bar,Enterprise,$19.09 
94163,Brookstone iDesign Speaker Tower,Enterprise,$4.83 
94164,2 Foot Stools,Enterprise,$3.94 
94165,Brother Laser Printer,Enterprise,$0.23 
94166,Gold's Gym Treadmill,Enterprise,$10.81 
94167,Table,Enterprise,$1.38 
94168,Table,Enterprise,$2.07 
94169,Table,Enterprise,$1.38 
94170,Table,Enterprise,$1.38 
94171,Bistro Table,Enterprise,$1.38 
94172,Bistro Table,Enterprise,$1.84 
94173,Table,Enterprise,$1.15 
94174,Table,Enterprise,$2.07 
94175,Table,Enterprise,$1.15 
94176,Table,Enterprise,$2.07 
94177,Coffee Table,Enterprise,$1.15 
94178,Coffee Table,Enterprise,$1.15 
94179,Coffee Table,Enterprise,$0.69 
94180,Coffee Table,Enterprise,$0.23 
94181,Coffee Table,Enterprise,$0.23 
94182,End Table,Enterprise,$0.69 
94183,End Table,Enterprise,$1.51 
94184,End Table,Enterprise,$1.05 
94185,End Table,Enterprise,$1.05 
94186,End Table,Enterprise,$1.15 
94188,2008 Chevrolet Impala,Enterprise,$258.75 
94189,1995 International 4900 Fire Truck,Enterprise,|$1,196.00 |
94191,2000 International 4900 Fire Truck,Enterprise,|$1,196.00 |
94192,2002 Dodge 2500,Enterprise,$983.25 
94193,2004 Ford F-650 Guard Rail Truck,Enterprise,|$3,000.00 |
94194,2 File Cabinets,General Fund,$2.66 
94195,File Cabinet,General Fund,$4.83 
94196,File Cabinet,General Fund,$2.66 
94197,File Cabinet,General Fund,$2.66 
94198,File Cabinet,General Fund,$2.99 
94199,File Cabinet,General Fund,$2.07 
94200,Chair,General Fund,$4.60 
94201,Toner Cartridges,General Fund,$12.32 
94202,Office Supplies,General Fund,$5.35 
94203,Printer,General Fund,$26.45 
94204,Printer,General Fund,$2.07 
94205,Podium,General Fund,$9.89 
94206,Chair,General Fund,$7.13 
94207,Cabinet,General Fund,$12.42 
94208,Measuring Board,General Fund,$12.55 
94209,Measuring Board,General Fund,$12.55 
94210,Fax Machine,General Fund,$2.99 
94211,3 Chairs,General Fund,$4.04 
94212,Equipment Rack,Enterprise,$4.83 
94213,Light Fixtures,Enterprise,$82.80 
94214,Awning,General Fund,$43.70 
94215,Compressor & Pump Parts,General Fund,$24.38 
94216,Nautilus Exercise Equipment,General Fund,$84.64 
94217,Sanus TV Wall Mount,Enterprise,$8.51 
94218,2 Progress Lighting Fixtures,Enterprise,$6.21 
94219,5 Portfolio Solar Spot Lights,Enterprise,$27.65 
94220,Portfolio Wall Lantern,Enterprise,$3.62 
94221,2 Portfolio Landscape Lights,Enterprise,$11.04 
94222,Samsung Color Expression Printer,Enterprise,$13.11 
94223,Yamaha Speaker System w/Subwoofer,Enterprise,$24.90 
94224,Office Max Executive Chair,Enterprise,$12.65 
94225,3 Speakers,Enterprise,$2.53 
94226,Bocce Ball Set,Enterprise,$3.22 
94227,Bocce Ball Set,Enterprise,$2.99 
94228,Bocce Ball Set,Enterprise,$2.99 
94229,Bocce Ball Set,Enterprise,$2.99 
94230,Ladder Toss,Enterprise,$3.06 
94231,Ladder Toss,Enterprise,$2.30 
94232,Washer Toss,Enterprise,$1.96 
94233,Washer Toss,Enterprise,$1.38 
94234,Beats Headphones,Enterprise,$26.91 
94235,Beats Headphones,Enterprise,$20.70 
94236,Beats Headphones,Enterprise,$21.85 
94237,Nintendo 3DSXL,Enterprise,$28.75 
94238,Brother Fax Machine,Enterprise,$6.21 
94239,XBox One,Enterprise,$57.27 
94240,XBox One,Enterprise,$39.11 
94242,Emerson 32" LED TV,Enterprise,$17.94 
94243,Sharp Aquos 70" LED TV,Enterprise,$164.45 
94244,Kenwood CD Receiver,Enterprise,$2.56 
94245,Kenwood CD Receiver,Enterprise,$2.56 
94246,2002 Chevrolet Tahoe,Enterprise,$983.25 
94247,Premier CD Receiver,Enterprise,$2.76 
94248,Aiwa CD Receiver,Enterprise,$4.83 
94249,JVC CD Receiver,Enterprise,$2.99 
94250,2010 Chevrolet Impala,Enterprise,$75.44 
94251,Socket Set,Enterprise,$4.37 
94252,DeWalt 14.4v 1/2" Drill,Enterprise,$3.84 
94253,Hammer & Pry Bar,Enterprise,$2.53 
94254,Sports Items,Enterprise,$0.58 
94255,2010 Chevrolet 1500,Enterprise,$810.75 
94256,Power on Board Sport Spot Light,Enterprise,$7.98 
94257,2008 Chevrolet Impala,Enterprise,$150.65 
94258,2005 Isuzu Trash Truck,Enterprise,|$3,000.00 |
94259,2007 Chevrolet 1500,Enterprise,|$1,052.48 |
94260,2004 Freightliner Brush Truck,Enterprise,|$2,783.00 |
94261,2002 International 4900 Fire Truck,Enterprise,$697.36 
94262,2009 Ford E-450 Bus,Enterprise,$70.84 
94263,2013 Ford E-450 Bus,Enterprise,$69.69 
94264,2009 Ford E-450 Bus,Enterprise,$172.50 
94265,2009 Ford E-450 Bus,Enterprise,$165.14 
94266,Band Uniforms,Enterprise,$24.15 
94267,Band Uniforms,Enterprise,$24.38 
94268,Laptop Cart,Enterprise,$8.74 
94269,Warmer,Enterprise,$24.74 
94270,Warmer,Enterprise,$118.68 
94271,Table,Enterprise,$7.02 
94272,Cart,Enterprise,$3.91 
94273,2 Carts,Enterprise,$9.66 
94274,2 Carts,Enterprise,$11.99 
94275,Cart,Enterprise,$4.83 
94277,Fan,Enterprise,$33.35 
94278,Steamer,Enterprise,$59.80 
94279,Ice Maker,,$159.85 
94280,Freezer,Enterprise,$76.13 
94281,Mixer,Enterprise,$650.21 
94282,Oven,Enterprise,$2.53 
94283,Princess Cut Diamond Wedding Band,Enterprise,$101.20 
94284,Ladies Diamond Cluster Ring,Enterprise,$97.75 
94285,Men's Watch,Enterprise,$27.83 
94287,Cartier Sunglasses,Enterprise,$198.95 
94288,Ladies Diamond Tennis Bracelet,Enterprise,$181.70 
94289,Princess Cut Diamond Earrings,Enterprise,$138.00 
94290,Men's Diamond Watch,Enterprise,$339.25 
94291,Ladies Ring,Enterprise,$20.70 
94292,Michael Kors Eyeglasses,Enterprise,$7.82 
94293,Shelving,Enterprise,$59.57 
94294,Rack,Enterprise,$11.53 
94295,Typewriter Ribbons,General Fund,$1.50 
94296,8 Toner Cartridges,General Fund,$17.37 
94297,Toner Cartridges,General Fund,$4.96 
94298,Toner,General Fund,$1.84 
94299,Camera,General Fund,$3.45 
94300,Toshiba Laptop w/Bag,General Fund,$0.69 
94301,Toshiba Laptop w/Bag,General Fund,$0.23 
94302,Pallet Jack,General Fund,$14.26 
94303,6 Computers & 1 Monitor,Enterprise,$7.72 
94304,Dell Monitor,General Fund,$0.23 
94305,Dell Monitor,General Fund,$2.30 
94306,Dell Monitor,General Fund,$1.61 
94307,Dell Monitor,General Fund,$0.46 
94308,Dell Monitor,General Fund,$2.53 
94309,Dell Monitor,General Fund,$0.46 
94310,Dell Monitor,General Fund,$0.69 
94311,Dell Monitor,General Fund,$0.46 
94312,Dell Monitor,General Fund,$0.23 
94313,2 Bernhardt Chairs,Enterprise,$39.10 
94314,Dell Laptop w/Bag,General Fund,$18.17 
94315,Ultimate Home Gaming Set,Enterprise,$9.66 
94316,Office Electronics / Equipment,General Fund,$24.51 
94317,Belle Howell Projector,General Fund,$3.68 
94318,Office Electronics,Enterprise,$4.72 
94319,Dell Mice and Keyboards,General Fund,$26.58 
94320,Telephones,General Fund,$9.09 
94321,Office Electronics,General Fund,$5.19 
94322,6 Dell Servers & Accessories,General Fund,$45.08 
94323,Office Electronics / Equipment,General Fund,$6.24 
94324,Office Electronics,General Fund,$6.90 
94325,7 Brother Printers,General Fund,$7.88 
94326,Dell 17" Monitor,General Fund,$0.23 
94327,Luma Projection Screen,General Fund,$2.99 
94328,Dell 19" Monitor,General Fund,$3.91 
94329,Telephones,General Fund,$1.74 
94330,3 Sharp 27" Televisions,General Fund,$0.23 
94331,Dell 19" Monitor,General Fund,$3.91 
94332,Dell 17" Monitor,General Fund,$0.81 
94333,Dell 17" Monitor,General Fund,$0.23 
94334,27 Fujitsu Laptops,General Fund,$60.49 
94335,29 Dell Computers,General Fund,$46.69 
94336,10 Bernhardt Chairs,Enterprise,$25.30 
94337,10 Bernhardt Chairs,Enterprise,$15.87 
94338,4 Bar Stools,Enterprise,$11.96 
94339,4 Bar Stools,Enterprise,$23.69 
94340,2 Chairs,Enterprise,$1.61 
94341,Round Table,Enterprise,$3.68 
94342,Round Table,Enterprise,$4.83 
94343,Round Table,Enterprise,$4.60 
94344,Round Table,Enterprise,$4.60 
94345,Round Table,Enterprise,$5.29 
94346,Bistro Table,Enterprise,$8.51 
94347,Bistro Table,Enterprise,$10.12 
94348,Table,Enterprise,$2.30 
94349,Table,Enterprise,$2.76 
94350,2 Bernhardt Chairs,Enterprise,$10.12 
94351,2 Chairs,Enterprise,$3.91 
94352,2 Chairs,Enterprise,$3.91 
94353,2 Chairs,Enterprise,$3.68 
94354,2 Bar Stools,Enterprise,$4.83 
94355,2 Bar Stools,Enterprise,$4.83 
94356,Dell Monitor,General Fund,$1.04 
94357,Dell Monitor,General Fund,$0.46 
94358,Dell Monitor,General Fund,$0.46 
94359,Asus Monitor,General Fund,$2.30 
94360,Asus Monitor,General Fund,$0.46 
94361,7 Monitors,General Fund,$1.50 
94362,Couch,General Fund,$23.00 
94363,Couch,General Fund,$18.06 
94364,Server,General Fund,$13.11 
94365,Server,General Fund,$13.11 
94366,Server,General Fund,$12.65 
94367,Server,General Fund,$11.96 
94368,Server,General Fund,$0.23 
94369,IT Equipment,General Fund,$7.39 
94370,Restaurant Equipment,Enterprise,$73.83 
94371,Shelving,General Fund,$47.15 
94372,Dell Computer,General Fund,$6.44 
94373,Dell Computer,General Fund,$5.06 
94374,Printer,General Fund,$17.48 
94375,9 Dell Laptops,General Fund,$5.98 
94376,Dell Laptop,General Fund,$1.15 
94377,Dell Laptop,General Fund,$0.46 
94378,Dell Laptop,General Fund,$0.92 
94379,Dell Laptop,General Fund,$2.53 
94380,Dell Laptop,General Fund,$1.38 
94381,Dell Laptop,General Fund,$25.30 
94382,Dell Laptop,General Fund,$26.45 
94383,Dell Laptop,General Fund,$23.69 
94384,Dell Laptop,General Fund,$23.69 
94385,Dell Laptop,General Fund,$23.69 
94386,Dell Computer,General Fund,$5.06 
94387,Dell Computer,General Fund,$5.06 
94388,Dell Computer,General Fund,$5.29 
94389,Dell Computer,General Fund,$1.51 
94390,Dell Computer,General Fund,$2.53 
94391,Dell Computer,General Fund,$2.53 
94392,Dell Computer,General Fund,$2.53 
94393,Dell Computer,General Fund,$1.51 
94394,Dell Computer,General Fund,$5.06 
94395,Groen Steamer,Enterprise,$6.21 
94396,Cleveland Steamer,Enterprise,$6.21 
94397,True Milk Cooler,Enterprise,$40.25 
94398,Southbend Oven,Enterprise,$98.90 
94399,Metal Cart,Enterprise,$16.33 
94400,62 Cots,Enterprise,$5.42 
94401,Earthwalk eCharger Caddy,Enterprise,$5.64 
94402,GE Refrigerator,Enterprise,$0.69 
94403,Adcraft Roaster Pans,General Fund,$123.20 
94404,Continental Trash Can Lids,General Fund,$1.50 
94405,7 Lexmark Printers,General Fund,$1.97 
94406,Dell 19" Monitor,Enterprise,$1.51 
94407,File Cabinet,General Fund,$2.30 
94408,Dell 19" Monitor,General Fund,$1.51 
94409,Dell 19" Monitor,General Fund,$1.51 
94410,Dell Laptop Bag,General Fund,$0.49 
94411,Dell Laptop Bag,General Fund,$1.84 
94412,Dell Laptop Bag,General Fund,$1.38 
94413,Dell Laptop Bag,General Fund,$1.84 
94414,Dell Laptop Bag,General Fund,$0.49 
94415,2005 Chevrolet 1500,Enterprise,$409.53 
94416,2006 Chevrolet Impala,Enterprise,$194.35 
94417,2008 Chevrolet Impala,Enterprise,$454.25 
94418,2003 Ford F-150,Enterprise,$328.90 
94419,2009 Chevrolet Impala,Enterprise,$160.08 
94420,2005 Ford F-350,Enterprise,$695.75 
94421,2011 Chevrolet Impala,Enterprise,$437.00 
94422,2005 Ford F-350,Enterprise,$931.73 
94423,2009 Chevrolet Tahoe,Enterprise,|$2,783.00 |
94424,2005 Chevrolet 1500,Enterprise,$847.55 
94425,2005 Ford F-450,Enterprise,$615.48 
94426,15 PS3 Games,Enterprise,$11.96 
94427,10 PS3 Games,Enterprise,$5.52 
94428,10 PS3 Games,Enterprise,$5.75 
94429,10 PS3 Games,Enterprise,$5.75 
94430,2 Wii U Games,Enterprise,$4.14 
94432,PS4 Game,Enterprise,$1.15 
94433,PS4 Game,Enterprise,$1.27 
94434,PS4 Game,Enterprise,$1.61 
94435,PS4 Game,Enterprise,$0.23 
94436,PS4 Game,Enterprise,$1.61 
94437,PS4 Game,Enterprise,$3.80 
94438,PS4 Game,Enterprise,$2.53 
94439,AKA Sport Bag,Enterprise,$0.23 
94440,Beats Headphones,Enterprise,$20.47 
94441,Beats Headphones,Enterprise,$23.00 
94442,Beats Headphones,Enterprise,$23.69 
94443,Samsung Digital Video Recorder,Enterprise,$11.50 
94444,16 GB iPad Mini,Enterprise,$52.44 
94445,HP Steam Notebook,Enterprise,$35.65 
94446,Windmer Time Stamp Machine,General Fund,$3.45 
94447,10 Cots,Enterprise,$7.36 
94448,300 Small Student Chairs,Enterprise,$11.96 
94449,300 Medium Student Chairs,Enterprise,$11.96 
94450,50 Student Chairs,Enterprise,$11.73 
94451,18 Computers & 4 Monitors,General Fund,$68.54 
94452,Toner,General Fund,$73.83 
94453,Toner,General Fund,$9.89 
94454,Toner,General Fund,$26.68 
94455,Mice & Keyboards,General Fund,$7.13 
94456,Mice & Keyboards,General Fund,$4.83 
94457,Mice & Keyboards,General Fund,$5.42 
94458,4 Telephones,General Fund,$3.22 
94459,Dell Computer,General Fund,$4.60 
94460,Dell Computer,General Fund,$4.60 
94461,Dell Computer,General Fund,$4.60 
94462,Dell Computer,General Fund,$4.60 
94463,Dell Computer,General Fund,$4.60 
94464,Dell Computer,General Fund,$4.37 
94465,Dell Laptop,General Fund,$10.81 
94466,Dell Laptop,General Fund,$17.02 
94467,Dell Laptop,General Fund,$19.55 
94468,Dell Laptop,General Fund,$18.40 
94469,Server,General Fund,$21.39 
94470,Boiler,Enterprise,$50.83 
94471,Milk Cooler,Enterprise,$9.66 
94472,Ice Machine,Enterprise,$94.30 
94473,Steamer,Enterprise,$1.50 
94474,Laptop Cart,Enterprise,$9.69 
94475,Cooler,Enterprise,$12.42 
94476,3 Air Conditioners,Enterprise,$87.40 
94477,Refrigerator,Enterprise,$12.19 
94478,Rolling Partition w/White Board,Enterprise,$24.38 
94479,White Board,Enterprise,$6.21 
94480,Special Ed Equipment,Enterprise,$2.53 
94481,Side Layers w/Access,Enterprise,$0.46 
94482,Spot Light,Enterprise,$1.51 
94483,Table w/2 Saws,Enterprise,$448.73 
94484,Laminator,Enterprise,$7.36 
94485,Mannequins,Enterprise,$12.19 
94486,1 Lot of Blinds,General Fund,$5.42 
94487,Auto Parts,Enterprise,$6.79 
94488,1 Lot of Auto Parts and Lenses - Emergency Provider Only,Enterprise,$35.65 
94489,4 Empty Drums,Enterprise,$8.74 
94490,Engine,Enterprise,$6.34 
94491,2- 55 Gal Drums,Enterprise,$4.83 
94492,Laptop Bags,General Fund,$14.81 
94493,Laptop Bags,General Fund,$13.12 
94494,Laptop Bags,General Fund,$12.28 
94496,Dell Latitude E6410 Laptop,General Fund,$19.09 
94497,Dell Latitude E6410 Laptop,General Fund,$19.09 
94498,Dell Latitude E6410 Laptop,General Fund,$26.45 
94499,View Sonic Projector,General Fund,$14.95 
94500,Dell 19" Monitor,General Fund,$3.45 
94502,HP Office Jet Pro 8600 Printer,General Fund,$19.09 
94503,1 Lot of 2 Tables,Enterprise,$7.82 
94504,Dell Pivot 3 Server,General Fund,$20.01 
94505,1 Lot of 2 Tables,Enterprise,$6.21 
94506,1 Lot of 2 Tables,Enterprise,$8.28 
94507,1 Lot of 2 Tables,Enterprise,$9.66 
94508,1 Lot of 2 Tables,Enterprise,$9.66 
94509,1 Lot of 2 Tables,Enterprise,$3.68 
94510,1 Lot of 2 Tables,Enterprise,$9.66 
94511,1 Lot of 2 Tables,Enterprise,$10.12 
94512,1 Lot of 2 Tables,Enterprise,$11.96 
94513,1 Lot of 2 Tables,Enterprise,$13.11 
94514,1 Lot of 15 Bernhardt Chairs,Enterprise,$28.75 
94515,1 Lot of 15 Bernhardt Chairs,Enterprise,$37.95 
94516,1 Lot of 15 Bernhardt Chairs,Enterprise,$37.95 
94517,Table w/ 2 Chairs,Enterprise,$12.88 
94518,Table w/ 2 Chairs,Enterprise,$12.42 
94519,1 Lot of 2 Bar Stools,Enterprise,$9.66 
94520,'Stihl' Concrete Saw,Enterprise,$16.79 
94521,1 Lot of 2 Bar Stools,Enterprise,$9.20 
94522,1 Lot of 2 Bar Stools,Enterprise,$9.66 
94523,Coach Tennis Shoes- Size 7 1/2,Enterprise,$4.83 
94524,1 Lot of 2 Bar Stools,Enterprise,$10.58 
94525,Jordan Tennis Shoes - Size 10,Enterprise,$16.33 
94526,Jordan Tennis Shoes - Size 10,Enterprise,$28.75 
94527,Jordan Tennis Shoes - Size 10,Enterprise,$37.95 
94528,Jordan Tennis Shoes - Size 10,Enterprise,$9.20 
94529,Gateway Computer,Enterprise,$7.36 
94530,Panasonic 32" LCD TV,Enterprise,$11.50 
94531,Nike Tennis Shoes - Size 9.5,Enterprise,$6.21 
94532,Nike Tennis Shoes - Size 10,Enterprise,$22.54 
94533,Royal Sovereign Bill Counter,Enterprise,$25.32 
94534,Nike Tennis Shoes - Size 10,Enterprise,$11.96 
94535,Jordan Tennis Shoes - Size 6.5Y,Enterprise,$4.83 
94536,Nike Tennis Shoes - Size 9.5,Enterprise,$13.11 
94537,Dynex 32" LCD TV,Enterprise,$14.95 
94538,Samsung 32" LCD TV,Enterprise,$17.48 
94539,Samsung 42" Plasma TV,Enterprise,$24.84 
94540,Dell Power Edge R710 Server,General Fund,$31.74 
94541,Dell Power Edge R710 Server,General Fund,$13.11 
94542,Huffy Childs Bicycle,General Fund,$2.53 
94543,Dell Pivot 3 Server Storage,General Fund,$35.65 
94544,Magna Childs Bicyle,General Fund,$5.75 
94545,Dell Power Edge R710 Server,General Fund,$16.79 
94546,Dell Power Edge 710 Server,General Fund,$20.93 
94547,Dell Pivot 3 Server Storage,General Fund,$25.53 
94548,"Hyper" Childs Bicycle,General Fund,$7.36 
94549,Mongoose Childs Bicycle,General Fund,$2.53 
94550,Dell Power Edge Server Rack Console,General Fund,$10.81 
94551,Dell Power Edge Switch,General Fund,$0.46 
94552,Next 15 Speed Bicycle,General Fund,$6.90 
94553,Office Supplies,Enterprise,$9.20 
94554,Northwoods 21 Speed Bicycle,General Fund,$9.66 
94555,Neck Braces,General Fund,$48.30 
94556,Tony Hawk Childs Bicycle,General Fund,$3.68 
94557,6 Chairs,General Fund,$6.67 
94558,Magna 18 Speed Bicycle,General Fund,$4.83 
94559,5 Chairs,General Fund,$2.99 
94560,Amigo Motorized Shopping Cart,General Fund,$17.14 
94562,Consoles and Wire Harnesses,Enterprise,$12.05 
94563,"Weed Eater" Blower,General Fund,$2.99 
94564,Gun Racks,Enterprise,$97.52 
94565,"Weed Eater" Blower,General Fund,$10.81 
94566,Batteries,Enterprise,$8.63 
94567,"Poulan Pro" Blower,General Fund,$13.34 
94568,Used Parts,Enterprise,$6.21 
94569,"Shindaiwa" Back Pack Blower,General Fund,$16.79 
94570,"Echo" Back Pack Blower,General Fund,$14.26 
94571,1 Lot of 2 Safes,General Fund,$1.15 
94572,"Shindaiwa" Back Pack Blower,General Fund,$28.75 
94573,2006 Dodge Magnum,Enterprise,$322.00 
94574,2002 Jeep Liberty,Enterprise,$557.98 
94575,2004 Ford Mustang,Enterprise,$293.48 
94576,2000 Chevrolet S-10,Enterprise,$425.50 
94577,2010 Suzuki Kizashi,Enterprise,$488.75 
94578,2010 Lexus ES 350,Enterprise,|$2,610.50 |
94579,2008 GMC Yukon Hybrid 2 Mode,Enterprise,|$1,897.50 |
94580,2003 Toro 3050 Reel Mower,Enterprise,$72.22 
94581,2000 John Deere Aercore 800 Aerator,Enterprise,$167.90 
94582,2003 Toro 3100-D Reel Mower,Enterprise,$327.75 
94583,XBox One Game,Enterprise,$3.45 
94584,XBox One Game,Enterprise,$2.99 
94585,XBox One Game,Enterprise,$0.46 
94586,XBox One Game,Enterprise,$2.30 
94587,XBox One Game,Enterprise,$4.83 
94588,XBox One Game,Enterprise,$1.38 
94589,Husky Pressure Washer,Enterprise,$31.05 
94590,'Polk' XBox One Gaming Head Set,Enterprise,$9.66 
94591,'Polk' XBox One Gaming Head Set,Enterprise,$7.82 
94592,Robin Back Pack Blower,Enterprise,$23.69 
94593,'Shop Vac' Wet Dry Vac,Enterprise,$11.96 
94594,'Miele' Vacuum Cleaner,Enterprise,$58.19 
94595,XBox One Game,Enterprise,$1.38 
94596,XBox One Game,Enterprise,$0.69 
94597,XBox One Game,Enterprise,$2.07 
94598,XBox One Game,Enterprise,$2.53 
94599,XBox One Game,Enterprise,$2.53 
94600,XBox One Game,Enterprise,$2.99 
94601,XBox One Game,Enterprise,$0.23 
94602,160 GB Apple iPod,Enterprise,$20.47 
94604,'Coach' Suitcase,Enterprise,$19.16 
94605,'Coach' Travel Bag,Enterprise,$19.16 
94606,XBox One Gaming System,Enterprise,$46.00 
94607,Panasonic CD Receiver,Enterprise,$1.38 
94608,Kenwood CD Receiver,Enterprise,$2.53 
94609,3 Smoke Detectors,Enterprise,$0.23 
94610,2 'Icon-TV' 5.6 Color Monitors,Enterprise,$3.68 
94611,Phillips Portable DVD Player,,$1.98 
94612,Ingersoll Rand 30 Gallon Air Compressor,Enterprise,$419.75 
94613,Ingersoll Rand 80 Gallon Air Compressor,Enterprise,$233.45 
94614,Drill Master Drill & Flashlight,Enterprise,$4.83 
94615,Johnson 48" Drywall T Square,Enterprise,$2.30 
94616,Sony Compact Disc Player,Enterprise,$7.36 
94617,Harmonix Gaming Guitar for XBox 360,Enterprise,$2.76 
94618,Port Folio Outdoor Wall Fixture,Enterprise,$2.77 
94619,Kwik Set Door Knob & Dead Bolt,Enterprise,$0.69 
94620,Champion 2" Faux Wood Blinds,Enterprise,$3.45 
94621,Crosley Radio Music Writer,Enterprise,$11.96 
94622,Havahart Live Animal Cage Trap,Enterprise,$4.83 
94623,"Price Pfister" Faucet,Enterprise,$16.33 
94624,JBL 10" Speaker,Enterprise,$26.71 
94625,2 "Sherwin Williams" 4 Gallon Buckets of Paint,Enterprise,$11.96 
94626,"Ridigid" Post Hole Digger,Enterprise,$9.66 
94627,2 Blue LED Light Bars - Emergency Providers Only,Enterprise,$52.67 
94628,Dell 780 Computer,General Fund,$5.29 
94629,Dell 780 Computer,General Fund,$4.83 
94630,Dell 780 Computer,General Fund,$5.29 
94631,Dell 780 Computer,General Fund,$5.52 
94632,Dell 780 Computer,General Fund,$5.29 
94633,Dell 780 Computer,General Fund,$5.75 
94634,Dell 780 Computer,General Fund,$4.37 
94635,Dell 780 Computer,General Fund,$5.75 
94636,Dell 780 Computer,General Fund,$5.65 
94637,Dell 780 Computer,General Fund,$5.75 
94638,24 Dell OptiPlex 780 Computers,General Fund,$106.95 
94639,Car Parts,Enterprise,$24.68 
94640,Van Seat,Enterprise,$13.80 
94641,Keyboards,General Fund,$2.76 
94642,EMC2 Server,General Fund,$1.28 
94643,EMC2 Server,General Fund,$1.28 
94644,Office Supplies,General Fund,$8.05 
94645,Victory Freezer,Enterprise,$28.29 
94646,Southbend Steamer,Enterprise,$27.83 
94647,Marathoner Double Oven,Enterprise,$24.38 
94648,South Bend Double Oven,Enterprise,$106.03 
94649,South Bend Steamer,Enterprise,$40.25 
94650,Seco Cooler,,$14.10 
94651,Hoshizaki Ice Maker,Enterprise,$88.71 
94652,Walker Turner Co. Bandsaw,Enterprise,$106.95 
94653,Powermatic Drill Press,Enterprise,$117.30 
94654,Wilray Fire Proof Cabinet,Enterprise,$11.58 
94655,Table,Enterprise,$0.46 
94656,Dayton Fan,Enterprise,$9.43 
94657,Round Cafeteria Table,Enterprise,$3.68 
94658,Round Cafeteria Table,Enterprise,$4.74 
94659,Sharp 13" TV / VCR Combo,Enterprise,$1.61 
94660,Cafeteria Table,Enterprise,$8.28 
94661,Dell Optiplex 780 Computer,Enterprise,$6.56 
94662,Dell Power Edge 2650 Server,Enterprise,$1.15 
94663,Dell Power Edge 2650 Server,Enterprise,$1.28 
94664,Dell Power Edge 2650 Server,Enterprise,$1.56 
94665,Dell Power Edge 2950 Server,Enterprise,$1.15 
94666,Dell Power Edge 2950 Server,Enterprise,$1.28 
94667,Dell Power Edge 2950 Server,Enterprise,$1.28 
94668,Dell Power Edge 2950 Server,Enterprise,$1.51 
94669,Printers and Monitors,Enterprise,$6.21 
94670,Blue Emergency Light - Emergency Providers Only,Enterprise,$62.09 
94671,Sony Blu-ray Player,Enterprise,$2.76 
94672,Nook Tablet,Enterprise,$4.83 
94673,Aldo Clutch,,$1.15 
94674,Nike Tennis Shoes,Enterprise,$9.43 
94675,2 Bernhardt Chairs,Enterprise,$37.26 
94676,MCM Back Pack,Enterprise,$26.68 
94677,Liliana Peep Toe Heel Shoes,Enterprise,$0.92 
94678,5 Printers,Enterprise,$3.69 
94679,PC Accessories,General Fund,$29.12 
94680,Office Electronics,Enterprise,$1.51 
94681,Wall Shelves,General Fund,$8.51 
94682,Display Rack,General Fund,$2.53 
94683,42 Dell Optiplex 780 Computers,General Fund,$151.57 
94684,Dell Precision M6400 Laptop,General Fund,$29.90 
94685,Office Electronics,General Fund,$1.97 
94686,Printers and Servers,General Fund,$11.56 
94687,"McClain" Trash/Cardboard Compactor,Enterprise,$13.11 
94688,Storage Building,General Fund,$52.95 
94689,Dell Monitor,General Fund,$2.76 
94690,Dell 780 Computer,General Fund,$3.68 
94691,Dell 780 Computer,General Fund,$3.68 
94692,Dell 780 Computer,General Fund,$3.45 
94693,Dell 780 Computer,General Fund,$3.58 
94694,Dell 780 Computer,General Fund,$3.12 
94695,Dell 990 Computer,General Fund,$24.38 
94696,Dell 990 Computer,General Fund,$24.61 
94698,Locker,Enterprise,$20.24 
